game_id,description,title,url,year,player_age,best_players_min,best_players_max,recomm_players_min,recomm_players_max,playtime_min,playtime_max,awards,difficulty,cat: Adventure,cat: Exploration,cat: Fantasy,cat: Fighting,cat: Miniatures,mech: Action Queue,mech: Action Retrieval,mech: Campaign / Battle Card Driven,mech: Card Play Conflict Resolution,mech: Communication Limits,mech: Cooperative Game,cat: Environmental,cat: Medical,mech: Action Points,mech: Hand Management,mech: Legacy Game,mech: Point to Point Movement,mech: Set Collection,cat: Economic,cat: Industry / Manufacturing,cat: Transportation,mech: Income,mech: Loans,mech: Market,mech: Network and Route Building,mech: Score-and-Reset Game,cat: Science Fiction,cat: Space Exploration,cat: Territory Building,mech: Drafting,mech: End Game Bonuses,mech: Hexagon Grid,cat: Civilization,cat: Negotiation,cat: Political,mech: Action Drafting,mech: Area Majority / Influence,mech: Area-Impulse,mech: Dice Rolling,mech: Follow,mech: Grid Movement,mech: Critical Hits and Failures,mech: Deck Construction,cat: Card Game,mech: Auction/Bidding,mech: Auction: Dutch,mech: Card Drafting,mech: Events,mech: Modular Board,mech: Solo / Solitaire Game,cat: Civil War,cat: Movies / TV / Radio theme,cat: Wargame,mech: Area Movement,mech: Delayed Purchase,cat: Modern Warfare,mech: Action/Event,mech: Advantage Token,cat: American West,cat: Animals,"mech: Deck, Bag, and Pool Building",mech: Ownership,mech: Rondel,cat: Age of Reason,cat: Mythology,cat: Novel-based,mech: Force Commitment,mech: King of the Hill,cat: Dice,cat: Medieval,mech: Grid Coverage,mech: Tile Placement,mech: Turn Order: Stat-Based,mech: Increase Value of Unchosen Resources,mech: Tech Trees / Tech Tracks,cat: Ancient,cat: City Building,mech: Sudden Death Ending,mech: Tug of War,cat: Nautical,cat: Post-Napoleonic,cat: Educational,cat: Puzzle,mech: Automatic Resource Growth,mech: Pattern Building,mech: Push Your Luck,cat: Collectible Components,cat: Horror,mech: Role Playing,mech: Scenario / Mission / Campaign Game,cat: Farming,mech: Contracts,mech: Turn Order: Auction,mech: Victory Points as a Resource,mech: Worker Placement,mech: Hidden Roles,mech: Player Elimination,cat: Religious,cat: Travel,mech: Turn Order: Progressive,mech: Hidden Victory Points,mech: Turn Order: Claim Action,mech: Enclosure,mech: Variable Set-up,mech: Memory,mech: Map Addition,mech: Pick-up and Deliver,mech: Movement Points,cat: Mature / Adult,mech: Storytelling,mech: Trick-taking,mech: Auction: Turn Order Until Pass,mech: Catch the Leader,mech: Bias,cat: Video Game Theme,mech: Die Icon Resolution,mech: Line of Sight,mech: Commodity Speculation,mech: Variable Player Powers,mech: Resource to Move,cat: Comic Book / Strip,cat: Abstract Strategy,cat: Renaissance,mech: Once-Per-Game Abilities,cat: Bluffing,mech: Secret Unit Deployment,mech: Take That,mech: Narrative Choice / Paragraph,mech: Investment,mech: Highest-Lowest Scoring,mech: Simultaneous Action Selection,mech: Turn Order: Role Order,mech: Variable Phase Order,mech: Track Movement,cat: Action / Dexterity,mech: Flicking,mech: Team-Based Game,cat: Arabian,mech: Constrained Bidding,mech: Mancala,cat: Prehistoric,"mech: Worker Placement, Different Worker Types",cat: Spies/Secret Agents,mech: Auction: Fixed Placement,mech: Turn Order: Pass Order,cat: Deduction,mech: Lose a Turn,mech: Alliances,mech: Auction: Sealed Bid,mech: Betting and Bluffing,mech: Square Grid,mech: Time Track,cat: Trains,mech: Connections,cat: Party Game,cat: Word Game,mech: Worker Placement with Dice Workers,cat: Murder/Mystery,mech: Trading,mech: Targeted Clues,cat: Aviation / Flight,mech: Movement Template,mech: Simulation,mech: Bingo,mech: Line Drawing,mech: Paper-and-Pencil,mech: Race,cat: Zombies,mech: Re-rolling and Locking,mech: Finale Ending,mech: Roles with Asymmetric Information,mech: Traitor Game,"mech: I Cut, You Choose",cat: World War II,mech: Command Cards,mech: Interrupts,mech: Negotiation,mech: Prisoner's Dilemma,mech: Move Through Deck,cat: World War I,cat: Real-time,mech: Hidden Movement,mech: Real-Time,cat: Pike and Shot,cat: Racing,mech: Three Dimensional Movement,mech: Ladder Climbing,mech: Predictive Bid,mech: Semi-Cooperative Game,mech: Auction: Once Around,mech: Closed Economy Auction,cat: Humor,mech: Voting,mech: Relative Movement,mech: Deduction,mech: Cube Tower,mech: Stock Holding,cat: Sports,mech: Chaining,mech: Random Production,mech: Auction: English,cat: Electronic,mech: Elapsed Real Time Ending,mech: Melding and Splaying,mech: Stat Check Resolution,cat: Maze,cat: Print & Play,mech: Pieces as Map,mech: Slide/Push,mech: Pattern Movement,mech: Static Capture,mech: Rock-Paper-Scissors,mech: Pattern Recognition,cat: Pirates,mech: Bribery,mech: Map Reduction,mech: Turn Order: Random,mech: Selection Order Bid,mech: Minimap Resolution,cat: Mafia,cat: Expansion for Base-game,mech: Layering,mech: Acting,mech: Singing,cat: American Indian Wars,mech: Moving Multiple Units,cat: Napoleonic,cat: American Revolutionary War,cat: Children's Game,mech: Roll / Spin and Move,mech: Kill Steal,mech: Programmed Movement,cat: Memory,cat: American Civil War,cat: Vietnam War,mech: Order Counters,mech: Different Dice Movement,mech: Multiple-Lot Auction,cat: Math,cat: Number,cat: Trivia,mech: Map Deformation,mech: Measurement Movement,mech: Auction: Dutch Priority,mech: Single Loser Game,mech: Stacking and Balancing,mech: Action Timer,mech: Physical Removal,mech: Induction,mech: Ratio / Combat Results Table
174430,Vanquish monsters with strategic cardplay. Fulfill your quest to leave your legacy!,Gloomhaven,https://boardgamegeek.com/boardgame/174430/gloomhaven,2017.0,14+,,3.0,1.0,4.0,60,120,6.0,3.861353711790393,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161936,Mutating diseases are spreading around the world - can your team save humanity?,Pandemic Legacy: Season 1,https://boardgamegeek.com/boardgame/161936/pandemic-legacy-season-1,2015.0,12+,,4.0,2.0,4.0,60,60,6.0,2.84306887532694,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
224517,"Build networks, grow industries, and navigate the world of the Industrial Revolution.",Brass: Birmingham,https://boardgamegeek.com/boardgame/224517/brass-birmingham,2018.0,14+,,4.0,2.0,4.0,60,120,6.0,3.913606911447084,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167791,Compete with rival CEOs to make Mars habitable and build your corporate empire.,Terraforming Mars,https://boardgamegeek.com/boardgame/167791/terraforming-mars,2016.0,12+,,3.0,1.0,4.0,120,120,6.0,3.240482472672446,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
233078,"Build an intergalactic empire through trade, research, conquest and grand politics.",Twilight Imperium: Fourth Edition,https://boardgamegeek.com/boardgame/233078/twilight-imperium-fourth-edition,2017.0,14+,,6.0,3.0,6.0,240,480,2.0,4.22488038277512,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
291457,Vanquish monsters with strategic cardplay in a 25-scenario Gloomhaven campaign.,Gloomhaven: Jaws of the Lion,https://boardgamegeek.com/boardgame/291457/gloomhaven-jaws-lion,2020.0,12+,,,1.0,4.0,30,120,2.0,3.55045871559633,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182028,Rewrite history as you build up your civilization in this epic card drafting game!,Through the Ages: A New Story of Civilization,https://boardgamegeek.com/boardgame/182028/through-ages-new-story-civilization,2015.0,14+,,3.0,2.0,4.0,120,120,3.0,4.408145580589255,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220308,"Expand, research, upgrade, and settle the galaxy with one of 14 alien species.",Gaia Project,https://boardgamegeek.com/boardgame/220308/gaia-project,2017.0,14+,,4.0,1.0,4.0,60,150,6.0,4.349663784822286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187645,Strike from your hidden base as the Rebels—or find and destroy it as the Empire.,Star Wars: Rebellion,https://boardgamegeek.com/boardgame/187645/star-wars-rebellion,2016.0,12+,,2.0,2.0,2.0,180,240,6.0,3.711026615969582,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12333,Relive the Cold War and rewrite history in an epic clash between the USA and USSR.,Twilight Struggle,https://boardgamegeek.com/boardgame/12333/twilight-struggle,2005.0,14+,,2.0,2.0,2.0,120,180,6.0,3.5854137447405328,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
